https://gsuite.google.com/customers/../customers/bper.html,BPER Banca,"Gruppo BPER is Italy’s sixth largest Group, providing services to 2.3 million customers through a network of more than 1,170 branches nationwide.",Financial Services,Italy,https://www.bper.it/,"Gmail,Calendar,Docs,Sheets,Slides"
https://gsuite.google.com/customers/../customers/britam.html,Britam,"Britam is a leading insurance provider in Kenya, offering insurance, investment, and real estate solutions to support clients at every stage of their lives. Since 2010, Britam has operated in seven countries in East and Central Africa.",Financial Services,Kenya,https://www.britam.com/,"Gmail,Calendar,Docs,Drive,Google Meet,Sheets,Vault"
https://gsuite.google.com/customers/../customers/broadcom.html,Broadcom,"Broadcom Inc. (NASDAQ: AVGO) is a leading designer, developer, and global supplier of a broad range of digital and analog semiconductor connectivity solutions.",Technology,United States,https://www.broadcom.com/,"Docs,Drive,Gmail,Google Meet,Sheets,Sites,Vault"
https://gsuite.google.com/customers/../customers/buffalo-tours.html,Buffalo Tours,"Buffalo Tours stays on top of customers’ queries with Gmail. With G Suite, they achieved a 10% - 15% increase in efficiency and productivity gains and 17% year-on-year in cost savings as a business.",Travel & Transportation,,,
https://gsuite.google.com/customers/../customers/buurtzorg.html,Buurtzorg,"Established in 2006, Buurtzorg is a pioneering healthcare organization with a nurse-led model of holistic care that revolutionized community care in the Netherlands.",Health & Social Care,The Netherlands,https://www.buurtzorg.com/,"Gmail,Docs,Drive,Sheets,Slides,Forms,Sites"
https://gsuite.google.com/customers/../customers/canada-games-council.html,Canada Games Council,"In 1991, the Canada Games Council was incorporated as a private, non-profit governing body responsible for the ongoing development of the Canada Games. As the Games move from one host community to the next, the Council supports host societies in key areas such as technical, planning, ceremonies and protocol, marketing, and sponsorship for sports.",Government,Canada,https://canadagames.ca/about-us,"Gmail,Calendar,Docs,Drive,Google Meet,Sheets"
https://gsuite.google.com/customers/../customers/canam-group.html,Canam Group,"Canam Group specializes in designing integrated solutions and fabricating customized products for the North American construction industry. Each year, Canam Group takes part in an average of 10,000 building, structural steel, and bridge projects, which can also include the supply of preconstruction, project management, and erection services. The company operates 25 plants across North America and employs more than 4,700 people in Canada, the United States, Romania, and India.",Manufacturing,Canada,https://www.groupecanam.com/,"Docs,Forms,Gmail,Google Meet,Sites,Vault"
https://gsuite.google.com/customers/../customers/cargills-bank.html,Cargills Bank,"Founded in 2014, Cargills Bank provides a range of personal and business banking services to residents of Sri Lanka through 20 branches, the internet, and mobile banking. In addition, through agency banking at Cargills Food City Supermarkets, customers have access to over 370 service points.",Financial Services,Sri Lanka,https://www.cargillsbank.com/,"Sheets,Docs,Slides,Forms,Sites,Calendar,Drive,Gmail,Google Meet"
https://gsuite.google.com/customers/../customers/celestica.html,Celestica,Celestica is a multinational electronics manufacturing and supply chain services company.,Manufacturing,Canada,http://www.celestica.com,"Gmail,Calendar,Docs,Drive,Forms,Google Meet,Sheets,Sites,Slides,Google+"
https://gsuite.google.com/customers/../customers/cello-zorg.html,Cello Zorg,"Cello Zorg provides support in the Netherlands for people with intellectual disabilities, offering services from daycare to residencies to more than 1,600 clients.",Health & Social Care,The Netherlands,,"Gmail,Calendar,Docs,Drive,Google Meet,Sheets"
https://gsuite.google.com/customers/../customers/centro-medico-santagostino.html,Centro Medico Santagostino,"Centro Medico Santagostino connects Italian private healthcare providers with over 240,000 patients, using cutting-edge communications to make services affordable.",Health & Social Care,Italy,https://www.cmsantagostino.it/,
https://gsuite.google.com/customers/../customers/century-21.html,CENTURY 21 Canada,"CENTURY 21 is one of the largest, most recognizable residential real estate brands in the world with 9,400 offices across 80 countries.",Real Estate,Canada,https://www.century21.ca/,"Calendar,Gmail,Docs,Drive,Sheets,Slides"
https://gsuite.google.com/customers/../customers/chas-everitt.html,Chas Everitt,"Chas Everitt International Property Group is one of South Africa’s leading franchised real estate networks, with over 120 agencies.",Real Estate,https://www.chaseveritt.co.za/,,"Gmail,Docs,Drive,Sheets,Forms,Calendar,Google Meet"
https://gsuite.google.com/customers/../customers/city-of-chattanooga.html,City of Chattanooga,"As the fourth largest city in Tennessee, the City of Chattanooga provides local services to nearly 180,000 residents daily.",Government,United States,http://chattanooga.gov/,"Calendar,Drive,Docs,Gmail,Forms,Google Meet,Sites,Sheets"
https://gsuite.google.com/customers/../customers/city-of-la-ita.html,City of Los Angeles,"The City of Los Angeles Information Technology Agency (ITA) develops the IT infrastructure and applications that serve and inform the 4 million residents of Los Angeles. ITA has been instrumental in earning Los Angeles honors as the top digital city of 2017 and 2016 from The Center for Digital Government, and recognition for its data-driven city initiative in February 2018 from The Bloomberg Foundation.",Government,United States,http://ita.lacity.org/,"Gmail,Calendar,Sheets,Docs,Drive,Google Meet,Sites"
https://gsuite.google.com/customers/../customers/cl-gsuite.html,Chantelle Lingerie,"Founded in 1876, Paris-based Chantelle Lingerie designs, produces, and sells women’s lingerie through a global portfolio of premium lingerie brands.",Retail & Wholesale Trade,France,http://www.groupechantelle.com,"Gmail,Drive,Sheets,Docs,Google Meet,Calendar"
https://gsuite.google.com/customers/../customers/clarkstown-police-department.html,Clarkstown Police Department,"Clarkstown Police Department serves the 85,000 citizens of Clarkstown, in Rockland County, New York. It has 156 sworn police officers and 70 civilians and crossing guards, working together to keep the community safe.",Government,United States,http://clarkstownpd.org/,"Gmail,Calendar,Sheets,Docs,Drive,Forms,Slides,Sites"
https://gsuite.google.com/customers/../customers/colgate-palmolive.html,Colgate-Palmolive,"Colgate-Palmolive products are trusted by millions worldwide to care for their families and homes. Headquartered in New York City, the company focuses on manufacturing and distributing oral care, personal care, home care, and pet nutrition products.",Manufacturing,United States,https://www.colgatepalmolive.com/,"Gmail,Calendar,Docs,Drive,Forms,Google Meet,Sheets,Sites,Slides"
https://gsuite.google.com/customers/../customers/comanche-county-memorial-hospital.html,Comanche County Memorial Hospital,"Comanche County Memorial Hospital is the largest county community hospital in Oklahoma. It employs nearly 2,000 people, has 250 providers, and enjoys the benefit of approximately 100 volunteers.",Health & Social Care,United States,http://www.ccmhhealth.com/,Drive
https://gsuite.google.com/customers/../customers/comune-di-bologna.html,Comune di Bologna,"Comune di Bologna is the local government of Bologna, the capital of Italy’s Emilia-Romagna region. As an important agricultural, industrial, financial, and transport hub, Bologna is home to the headquarters of many large companies.",Government,Italy,,"Docs,Drive,Sheets,Google Meet,Gmail,Calendar,Slides"
https://gsuite.google.com/customers/../customers/conrad-electronic.html,Conrad Electronic,"Conrad Electronic is a German online retailer of electronic products based in Hirschau, Bavaria, with approximately 4,000 employees in the Conrad group. It offers more than 1 million products for B2B customers and 750,000 products for B2C customers, including computing equipment, multimedia, modeling, home automation, tools, electronic components, batteries, and power and motoring products.",Retail & Wholesale Trade,Germany,https://www.conrad.com/ce/en/,
https://gsuite.google.com/customers/../customers/curves.html,Curves,G Suite enables Curves Taiwan to continue its rapid expansion.,Health & Social Care,,,
https://gsuite.google.com/customers/../customers/custom-ink.html,Custom Ink,"Custom Ink is the leader in custom apparel and accessories for groups, events, and special occasions. It helps group organizers bring their families, friends, teammates, and colleagues together with inspired designs they are proud to wear. The company was founded in 2000.",Retail & Wholesale Trade,United States,https://www.customink.com/,"Gmail,Calendar,Docs,Drive,Vault,Google Meet"
https://gsuite.google.com/customers/../customers/davivienda.html,Banco Davivienda,"Banco Davivienda is Colombia’s third largest bank, with more than 10 million customers. Established over 40 years ago, it has operations in 6 countries including the United States.",Financial Services,Colombia,http://www.davivienda.com/,"Calendar,Gmail,Sheets,Docs,Slides,Google Meet"
https://gsuite.google.com/customers/../customers/db-corp.html,DB Corp,DB Corp is India’s largest newspaper publisher delivering 62 editions in four languages and selling about 6 million copies per day. The business also has an extensive online and mobile presence.,Media & Entertainment,"6, Dwarka Sadan, Press Complex, M P Nagar Zone I, Bhopal - 462011, Madhya
                  Pradesh.",http://investor.bhaskarnet.com/,
https://gsuite.google.com/customers/../customers/deliveroo.html,Deliveroo,"Food-delivery service Deliveroo provides an app that connects restaurants, couriers, and hungry people in over 200 cities worldwide. Founded in 2013, Deliveroo is active in 14 countries.",Technology,United Kingdom,https://deliveroo.co.uk/,"Sheets,Docs,Drive,Google Meet"
https://gsuite.google.com/customers/../customers/design-within-reach.html,Design Within Reach,"G Suite is the perfect fit for modern furniture and design store, Design Within Reach.",Retail & Wholesale Trade,,,
https://gsuite.google.com/customers/../customers/devoteam.html,Devoteam,"Present in 18 countries across the world and drawing on more than 20 years of experience, Devoteam’s mission is to shape technology for the good of people. With more than 7,000 IT professionals, Devoteam provides the experience and expertise to ensure successful execution of its programs and make digital transformation a reality for companies big and small.",Technology,France,https://www.devoteam.com/,"Docs,Slides,Sheets,Google Meet,Sites"
https://gsuite.google.com/customers/../customers/dfs.html,DFS,DFS is a UK-based retailer specializing in made-to-order furniture. DFS celebrated its 50th anniversary in 2019 with double-digit growth in online sales.,,United Kingdom,,"Google Chat,Docs,Google Meet,Gmail,Slides,Sheets,Drive"
https://gsuite.google.com/customers/../customers/dish-network.html,,,,,,
https://gsuite.google.com/customers/../customers/dr-agarwals.html,Dr. Agarwal’s Eye Hospital,"Dr. Agarwal’s Eye Hospital specializes in treating eye conditions such as cataracts; glaucoma; corneal problems such as ulcers, inflammation, and thinning; and retinal issues such as degeneration and detachment. The business operates 62 hospitals in cities across India and 14 hospitals in 8 countries in Africa, including Zambia, Nigeria, and Ghana.",Health & Social Care,India,http://www.dragarwal.com/,"Drive,Sheets,Vault"
https://gsuite.google.com/customers/../customers/dtdc-express.html,DTDC Express,"DTDC Express is one of India’s leading express parcel service providers and operates one of the largest parcel delivery networks in India. Established in 1990 and headquartered at Bengaluru, DTDC operates seven zonal offices, 20 regional offices, and more than 522 facilities across India. Through its own operations, joint ventures, and business associations, DTDC’s footprint extends across Australia, Canada, China, Singapore and major Asian countries, the United Arab Emirates, the United Kingdom, and the United States.",Travel & Transportation,India,http://dtdc.com/,"Google Meet,Gmail,Drive,Calendar,Sheets,Docs,Sites"
https://gsuite.google.com/customers/../customers/eaux-de-vienne.html,Eaux de Vienne,"Eaux de Vienne is a public sector partnership that manages water production, supply, and clean up in La Vienne, an administrative region between Bordeaux and Paris.",Energy & Utilities,France,https://www.eauxdevienne.fr/,"Gmail,Calendar,Docs,Drive,Forms,Sheets"
https://gsuite.google.com/customers/../customers/eir.html,eir,"eir is Ireland’s principal provider of fixed line telecommunications services with a full range of voice, data, broadband, and TV services connecting more than 2 million customers whether they live in big cities or small villages.",Technology,Ireland,,"Docs,Gmail,Drive,Sheets,Slides,Forms,Vault,Google Meet"
https://gsuite.google.com/customers/../customers/electronica-finance-limited.html,Electronica Finance Limited,"Electronica Finance Limited (EFL) is a nonbank financial company (NBFC) that offers machine loans to help micro, small, and medium-sized businesses (MSMEs) purchase machinery and industrial property, gain access to working capital, or expand their business. With almost three decades of financial advisory and loan planning under its belt, the company today serves 7,500 customers across India, helping to create more success stories for businesses every day.",Financial Services,India,https://www.efl.co.in/,"Gmail,Docs,Calendar,Sheets,Google Meet,Google Chat,Drive,Forms,Slides,Vault,Sites"
https://gsuite.google.com/customers/../customers/entelgy.html,Entelgy,"Entelgy, The BusinessTech Consultancy, is a transformation accelerator for companies looking to remain competitive in a constantly changing world. Inspiring and giving new solutions to the teams with which it co-creates and works, Entelgy helps with the adoption of new technologies to effect change while cyber-protecting assets.",Technology,Spain,,"Gmail,Sheets,Docs,Drive,Calendar,Google+,Sites,Google Meet"
https://gsuite.google.com/customers/../customers/eulen.html,EULEN,"Founded in 1962, EULEN is a global group present in 14 countries providing healthcare and social services to the private and public sector.",Health & Social Care,Spain,https://www.eulen.com/,"Gmail,Drive,Docs,Sheets,Forms,Calendar,Sites"
https://gsuite.google.com/customers/../customers/euroclean.html,Euroclean,"Founded in 1982, French company Euroclean offers its clients a broad range of cleaning services from general office cleaning to the most technical industrial cleaning.",Professional Services,France,http://www.groupe-euroclean.fr/,"Gmail,Calendar,Docs,Drive,Forms,Google Meet,Sheets"
https://gsuite.google.com/customers/../customers/fc-tucker.html,The F.C. Tucker Company,"With 100 years of service to homebuyers and companies, The F.C. Tucker Company is the most prolific independent real estate firm in the state of Indiana.",Real Estate,United States,https://www.talktotucker.com/,"Gmail,Drive,Forms"
https://gsuite.google.com/customers/../customers/feralpi.html,Feralpi,"Founded in 1969, Italy’s Feralpi Group is one of the main steel producers in Europe, specializing in steel for the construction industry.",Manufacturing,Italy,http://www.feralpigroup.com/en/,"Docs,Drive,Google Meet,Sheets,Slides"
https://gsuite.google.com/customers/../customers/fleetsmith.html,Fleetsmith,"Fleetsmith provides a highly secure, cloud-based solution for managing a company’s macOS computers which fully integrates with G Suite.",,United States,https://www.fleetsmith.com/,"Gmail,Calendar,Docs,Drive,Forms,Google Meet,Sheets,Slides"
https://gsuite.google.com/customers/../customers/fm-logistic.html,FM Logistic,"Operating in 14 countries, FM Logistic provides supply chain solutions including manufacturing, warehousing, distribution, and optimization.",Retail & Wholesale Trade,France,http://www.fmlogistic.com/eng-gb,"Gmail,Calendar,Docs,Drive,Forms,Google Meet,Sheets"
https://gsuite.google.com/customers/../customers/footway.html,Footway,"Based in Sweden, Footway is an online shoe retail platform connecting footwear manufacturers with customers in 11 European countries.",Retail & Wholesale Trade,Sweden,https://www.footway.se/,"Drive,Gmail,Forms,Sheets"
https://gsuite.google.com/customers/../customers/gant.html,GANT,GANT is an international lifestyle brand founded in 1949 and headquartered in Stockholm.,Retail & Wholesale Trade,Sweden,http://www.gant.com/,"Gmail,Calendar,Docs,Drive,Forms,Google Meet,Sheets"
https://gsuite.google.com/customers/../customers/general-mobile.html,General Mobile,"General Mobile is a smartphone brand founded in 2005. Today, it is Turkey's largest Android manufacturer, cooperating with some of the world's major brands, such as Google, Foxconn, Qualcomm, Corning, Sony, Panasonic, Sharp, and Wacom.",Manufacturing,Turkey,https://www.generalmobile.com,"Gmail,Sheets,Docs,Drive,Vault"
https://gsuite.google.com/customers/../customers/generali-hungary.html,Generali Hungary,"Generali Hungary is one of the leading insurance companies in Hungary, providing both life, health, motor, homeower, and other insurance to its 876,000 customers.",Financial Services,Hungary,https://www.generali.hu/eng,"Gmail,Google+,Calendar,Google Meet"
https://gsuite.google.com/customers/../customers/geneva-business-school.html,Geneva Business School,"Founded in 1995, Geneva Business School (GBS) has developed into a leader in Swiss quality education with a purpose to educate future business leaders. With an international approach and passion for excellence, GBS helps students reach their full potential and build real business connections.",,"Switzerland, Spain, and Kazakhstan",https://gbsge.com/,"Gmail,Docs,Sheets,Slides,Sites,Forms"
https://gsuite.google.com/customers/../customers/genus-power.html,Genus Power Infrastructures,"Part of the $400 million Kallash Group, Genus Power Infrastructures has two business divisions offering solutions to the power sector. The Metering Solution Division provides a wide range of electricity meters, while the Engineering Construction and Contracts Division undertakes turnkey power projects such as installing substations, laying of transmission and distribution lines, rural electrification, and switchyard and network refurbishments.",Manufacturing,India,http://www.genus.in/,"Forms,Sheets,Docs,Sites"
https://gsuite.google.com/customers/../customers/gf-hoteles.html,GF Hoteles,"GF Hoteles manages five hotels located across Tenerife, the largest of the Canary Islands. The company is a part of Grupo FEDOLA, a Tenerife-based business group with more than 20 diverse brands.",,Spain,https://gfhoteles.com/en/,"Gmail,Drive,Docs"
https://gsuite.google.com/customers/../customers/global-payments-gsuite.html,Global Payments,"Global Payments Inc. (NYSE: GPN) is a leading provider of payment technology and software solutions delivering innovative services to customers globally. Headquartered in Atlanta, Georgia with more than 10,000 employees worldwide, Global Payments is a member of the S&P 500 with customers and partners in 30 countries throughout North America, Europe, the Asia-Pacific region, and Brazil.",Technology,United States,https://www.globalpaymentsinc.com/en-us,"Gmail,Calendar,Sheets,Docs,Drive,Google Meet,Sites"
https://gsuite.google.com/customers/../customers/globeflight.html,Globeflight,"Founded in 1998 in South Africa, Globeflight provides the business community with a full spectrum of transport and logistic services.",Travel & Transportation,South Africa,http://www.globeflight.co.za/,"Gmail,Drive,Sheets,Docs,Calendar,Google Meet,Vault"
https://gsuite.google.com/customers/../customers/governors-camp.html,Governors’ Camp,"Founded in 1972, Governors’ Camp runs pioneering safaris across Kenya and Rwanda as well as seven properties, hot air-balloons and light aircraft.",Travel & Transportation,Kenya,https://www.governorscamp.com/,"Gmail,Drive,Google Meet,Sheets"
https://gsuite.google.com/customers/../customers/guidion.html,Guidion,"Guidion connects its customers with expert engineers to install and repair domestic systems such as smart metering, telecoms, and central heating.",Technology,The Netherlands,https://www.guidion.com/,"Google Meet,Calendar,Drive"
https://gsuite.google.com/customers/../customers/hackney-council.html,Hackney Council,"Hackney Council is a local government authority in East London that offers its residents and businesses a wide range of essential services such as road and waste management, social care, housing, and civil protection.",Government,United Kingdom,https://hackney.gov.uk/,"Gmail,Calendar,Docs,Drive,Sheets,Slides,Google Meet"
https://gsuite.google.com/customers/../customers/hamilton-beach.html,Hamilton Beach,"Hamilton Beach simplifies global email operations and saves 60%. With an outdated email system, mailbox storage that tripled in size and partners that needed a reliable email and file access, Hamilton Beach moved to G Suite.",Retail & Wholesale Trade,,,
https://gsuite.google.com/customers/../customers/hero-motocorp.html,Hero MotoCorp,"Based in New Delhi, Hero MotoCorp is one of the world's largest makers of two-wheeler vehicles, with a production capacity of 9 million units from five manufacturing plants in India and one each in Colombia and Bangladesh. The business has more than 90 million customers and operates in 37 countries across Asia, Africa, and South and Central America. In its home market, HeroMotoCorp sells one in every two two-wheelers.",Manufacturing,India,https://www.heromotocorp.com/en-in/,"Gmail,Google Meet,Drive,Slides,Docs,Sheets"
https://gsuite.google.com/customers/../customers/hk01.html,HK01,"HK01 is on a mission to create a digital platform that combines real-time Hong Kong news and current affairs, commentary, and exclusive investigation reports, round the clock, as well as entertainment, and lifestyle services. With 33 million+ average page views daily and 2.77 million app downloads as of February 2020, it’s one of Hong Kong’s most popular online news sources. The company also distributes content through its weekly print edition. Dedicated to giving back to the local community, HK01 established Hong Kong's first charity fundraising platform, 01 Heart, in 2019 and raised nearly HK$2 million for 100+ charity projects that same year.",Media & Entertainment,Hong Kong,https://www.hk01.com/,"Gmail,Calendar,Google Chat,Docs,Drive,Forms,Google Meet,Sheets,Slides"
https://gsuite.google.com/customers/../customers/homer-central-school-district.html,Homer Central School District,"Homer Central School District serves the town of Homer, New York, operating four schools with approximately 1,750 students and 250 teachers.",,United States,http://www.homercentral.org/,"Drive,Docs,Sheets,Slides,Gmail,Calendar"
https://gsuite.google.com/customers/../customers/hunterdon-healthcare-gsuite.html,Hunterdon Healthcare,Hunterdon Healthcare is a non-profit healthcare organization providing a full range of quality health and medical services to communities in northwest New Jersey.,Health & Social Care,United States,http://www.hunterdonhealthcare.org/,"Gmail,Calendar,Docs,Drive,Forms,Google Meet,Sheets,Sites,Slides"
https://gsuite.google.com/customers/../customers/hurley-medical-center-onix.html,Hurley Medical Center,"Hurley Medical Center was founded in 1908 to serve Flint, Michigan residents. Its mission is to offer innovative, leading-edge technology and state-of-the-art facilities.",Health & Social Care,United States,http://www.hurleymc.com/,"Admin,Gmail,Calendar,Google Meet,Drive,Sheets"
https://gsuite.google.com/customers/../customers/ibibo-group-gsuite.html,Ibibo Group,ibibo Group is a leading online travel company that includes the Goibibo hotel and air aggregator and the redBus online bus ticketing platform.,Travel & Transportation,India,https://www.goibibo.com/,"Gmail,Docs,Sheets,Drive"
https://gsuite.google.com/customers/../customers/interconnect-systems.html,Interconnect Systems,"Founded in 1986, Interconnect Systems specialises in creating server rooms and computer cabling solutions for organisations across South Africa.",Technology,South Africa,http://www.interconnect.co.za/,"Gmail,Docs,Drive,Google Meet,Sheets"
https://gsuite.google.com/customers/../customers/it-convergence.html,IT Convergence,"IT Convergence is a global consulting and services company that works with enterprise clients seeking to improve their internal IT infrastructure. With provider specialties for Oracle, IT Convergence guides clients through the entire update cycle from employee training to cloud architecture design and helps ensure that they can leverage technology to maximize competitiveness.",Technology,United States,https://www.itconvergence.com/,"Drive,Google Meet,Sheets,Vault"
https://gsuite.google.com/customers/../customers/jargon.html,Jargon,"PR company, Jargon, increases productivity by 50% with G Suite.",Media & Entertainment,,,
https://gsuite.google.com/customers/../customers/jbgoodwin.html,JBGoodwin REALTORS,"Based in central Texas, JBGoodwin is a real estate agency that helps connect buyers, sellers, and renters to home opportunities. Founded in 1972, JBGoodwin maintains offices in Austin and San Antonio, Texas.",Real Estate,United States,,"Gmail,Docs,Drive,Calendar,Google Meet,Sheets"
https://gsuite.google.com/customers/../customers/jenis-splendid-ice-cream.html,Jeni's Splendid Ice Creams,"Jeni's Splendid Ice Creams is an artisan ice-cream company, known for its creative flavors and its high-quality ingredients.",Restaurants,,,
https://gsuite.google.com/customers/../customers/kaeser-compressors.html,KAESER COMPRESSORS,"KAESER COMPRESSORS has been providing compressed air systems solutions since 1919 and currently employs approximately 6,000 people throughout the world.",Manufacturing,Germany,https://www.kaeser.com/int-en/?noredirect=true,"Gmail,Docs,Sheets,Calendar,Drive,Google Meet,Slides"
https://gsuite.google.com/customers/../customers/kbz-bank.html,KBZ Bank,"Founded in 1994, Kanbawza Bank (KBZ Bank) is Myanmar's largest privately owned bank with more than 20,000 employees and is the cornerstone of conglomerate KBZ Group, which has 80,000 employees. KBZ Bank combines commercial operations with national services, such as financial inclusion programs and maintaining unprofitable branches in remote communities. The bank has ""metta"" – a Buddhist value known as loving kindness – as a core value.",Financial Services,Myanmar,https://www.kbzbank.com/en/,"Gmail,Sheets,Forms,Google Meet,Calendar"
https://gsuite.google.com/customers/../customers/kings-transport.html,Kings Transport,"Founded in 1991 and headquartered in Victoria, Australia, Kings Transport is a transport and logistics provider specializing in contract logistics and express services. The company’s operations extend to Queensland, New South Wales, South Australia, Western Australia, and New Zealand.",Travel & Transportation,Australia,https://www.kingstransport.com.au/,"Drive,Sites,Calendar,Gmail,Docs,Google Meet,Forms,Sheets,Slides"
https://gsuite.google.com/customers/../customers/kingston-and-sutton.html,Kingston and Sutton London Borough Councils,"Kingston and Sutton London Borough Councils are local government authorities in southwest London that assist residents, local businesses, and visitors.",Government,United Kingdom,,"Gmail,Docs,Drive,Forms,Google Meet,Sheets"
https://gsuite.google.com/customers/../customers/kisan-network.html,"How Kisan Network uses G Suite to help Indian farmers reap more profits from
                  their crops","Founded in 2015, Kisan Network is an agricultural supply chain company that connects farmers in India directly with the businesses they serve, empowering them to be paid fair prices.","Agriculture, Forestry & Fishing",India,https://kisannetwork.com/,"Docs,Calendar,Gmail,Forms,Sheets,Google Meet"
https://gsuite.google.com/customers/../customers/korean-air.html,Korean Air,"Korean Air is a leading global airline with 169 aircraft and flies to 127 cities in 44 countries, including 13 cities in South Korea, as of December 2019. In line with its motto, “Excellence in Flight,” Korean Air is expanding its global networks by exploring the addition of new destinations and strengthening its international operations.",Travel & Transportation,South Korea,https://www.koreanair.com/,"Docs,Drive"
https://gsuite.google.com/customers/../customers/l-and-t-financial-services.html,L&T Financial Services,"L&T Financial Services is a leading financial services company transforming lives in rural India with a core focus on rural, housing, and wholesale loans. Serving 11 million customers to date, L&T Financial Services leads the industry with fast turnaround times for loan approvals by adopting analytics and cloud technology.",Financial Services,India,https://www.ltfs.com/,"Gmail,Calendar,Docs,Google Meet"
https://gsuite.google.com/customers/../customers/lappart-fitness.html,L’Appart Fitness,"L’Appart Fitness is a family-owned gym chain founded in 1997 in Lyon. The company is among the top five leaders in the French fitness market in terms of club numbers, and uses G Suite solutions to manage its growing employee and client base around the country.",,United Kingdom,https://www.l-appart.net/,"Calendar,Drive,Gmail,Google Meet,Sheets,Slides"
